CMST 27230,Winter
CMST 27600,Unknown
CMST 27810,Autumn
CMST 28005,Autumn
CMST 28100,Unknown
CMST 28500,Autumn
CMST 28600,Winter
CMST 28801,Spring
CMST 28903,Spring
CMST 29004,Spring
CMST 29700,Unknown
CMST 29800,Autumn
CMST 29900,Unknown
CRES 24001,Autumn
CRES 24002,Winter
CRES 24003,Spring
EALC 10800,Unknown
EALC 10900,Unknown
EALC 11000,Spring
EALC 15400,Unknown
GNSE 15002,Autumn
GNSE 15003,Winter
HIPS 17300,Unknown
HIPS 17400,Autumn
HIPS 17402,Winter
HIPS 17501,Unknown
HIPS 17502,Spring
HIPS 17503,Spring
HIST 10101,Winter
HIST 10102,Spring
HIST 13001,Unknown
HIST 13002,Unknown
HIST 13003,Spring
HIST 13100,Unknown
HIST 13200,Unknown
HIST 13300,Unknown
HIST 13500,Autumn
HIST 13600,Winter
HIST 13700,Spring
HIST 13900,Autumn
HIST 14000,Winter
HIST 16700,Autumn
HIST 16800,Winter
HIST 16900,Spring
JWSC 20001,Spring
JWSC 20002,Winter
JWSC 20003,Autumn
JWSC 20004,Autumn
JWSC 20005,Spring
JWSC 20006,Winter
LACS 16100,Autumn
LACS 16200,Winter
LACS 16300,Spring
MUSI 12100,Winter
MUSI 12200,Spring
NEHC 20001,Unknown
NEHC 20002,Unknown
NEHC 20003,Unknown
NEHC 20004,Autumn
NEHC 20005,Winter
NEHC 20006,Spring
NEHC 30004,Autumn
NEHC 20011,Autumn
NEHC 20012,Winter
NEHC 20013,Spring
NEHC 30011,Autumn
NEHC 20416,Unknown
NEHC 20417,Unknown
NEHC 20418,Unknown
NEHC 20501,Autumn
NEHC 20502,Winter
NEHC 20503,Spring
NEHC 30501,Autumn
NEHC 20601,Autumn
NEHC 20602,Winter
NEHC 20603,Spring
NEHC 30601,Autumn
NEHC 30602,Winter
NEHC 30603,Spring
SALC 20100,Winter
SALC 20200,Spring
CLCV 14113,Winter
CLCV 20200,Autumn
CLCV 20700,Autumn
CLCV 20800,Winter
CLCV 20900,Spring
CLCV 21200,Autumn
CLCV 21415,Autumn
CLCV 21700,Winter
CLCV 21807,Spring
CLCV 21812,Autumn
CLCV 22114,Winter
CLCV 22314,Winter
CLCV 22514,Autumn
CLCV 22700,Autumn
